shortForm	longForm
VR/CT	rapport air residuel sur capacite pulmonaire total, indice de Motley
VR / RV	Virtual reality, realite virtuelle
VRAM	vertical rectus abdominis musculocutaneous, lambeau musculo-cutane du grand droit
VRE	volume de reserve expiratoire
VRE / ERG	Vancomycin-resistant enterococci, enterocoque resistant aux glycopeptides
VRI	volume de reserve inspiratoire
VRS / RSV	virus respiratoire syncytial, respiratory syncytial virus
VS	vitesse de sedimentation
VSAI	ventilation spontanee avec aide inspiratoire
VSC / CBV	volume sanguin cerebral, cerebral blood volume
VSE	volume sanguin efficace
VSG	vertical sleeve gastrectomy, sleeve resection, gastrectomie en manchon ou tubulisation gastrique
VSH	veines sus-hepatiques (ancienne nomenclature anatomique)
VSL	vehicule sanitaire leger
VTD	volume tele-diastolique
VTI	velocity-time integral, integrale temps-vitesse du flux aortique
VTS	volume tele-systolique
VTUP	vaporisation transuretrale de prostate
VTV	vis verrouillee auto-taraudante (orthopedie)
VUE	Villitis of unknown etiology,
VUE	Villite d'etiologie indeterminee
VUP	Valves de l'uretre posterieur
VV	vibrations vocales
VVC	voie veineuse centrale
VVDI	ventricule droit a double issue
VVP	voie veineuse peripherique
VVS	variation du volume systolique
VWB / VWF	facteur de von Willebrand (element pour hemostase primaire)
Vx	Vaisseau
VZV	varicella-zoster virus, virus varicelle-zona
WAGR	Wilms tumor, aniridia, genito-urinary malformation, mental retardation, Tumeur du rein, aniridie, malformation genito-urinaire, retard mental
WAIS	Wichsler adults intelligence scale,
WAIS	Test d'intelligence de Wichsler pour adultes
WAP	Wandering atrial pacemaker,
WAP	Deplacement intermittent de l'origine de l'activite cardiaque
WB	whole-body, corps entier
WFNS	world federation of neurologic surgeons, score avec valeur pronostique (GOS) pour les hemorragies sous-arachnoidiennes
WISC	Wechsler intelligence scale for children,
WISC	Test d'intelligence de Wechsler pour enfants (6-17 ans)
WISCI	Walking index for spinal cord injury,
WISCI	Evaluation de lesion de colonne vertebrale
WON	walled-off necrosis, necrose pancreatique collectee
WPPSI	Wechsler primary and preschool scale of intelligence,
WPPSI	Test d'intelligence de Wechsler pour enfants en age prescolaire (2,5-7 ans)
WPW	syndrome de Wolff-Parkinson-White
XFG	pseudoexfoliation glaucoma
XLIF	Extreme lateral interbody fusion,
XLIF	Fusion de vertebres (arthrodese) intratransversaire (mini-invasive)
YLL	Years of life lost,
YLL	Annees de vies perdues
ZIFT	Zygote intrafallopian transfer,
ZIFT	Transfert intra-tubaire de zygotes
Zn	zinc
Zr	zirconium
